Station Name,Address Line 1,Address Line 2,Address Line 3,Postcode,Easting,Northing,Accessible,Park and Ride,Wi-Fi,Bike Shelter,Special Car Sharing Parking Spaces,Lost Property Number,Nearby
Bridge Street,67,Eglinton Street,Glasgow,G5 9NR,258710,664400,Yes,Yes,Yes,Yes,No,0141 335 3276.,"Citizen’s Theatre, 02 Academy."
Buchanan Street,174,Buchanan Street,Glasgow,G1 2JZ,259073,665577,Yes,No,Yes,No,No,0141 335 3276.,"Queen’s Street Station, Buchanan Bus Station, Buchanan Galleries,"
Cessnock,1,Cessnock Street,Glasgow,G51 1AS,256470,664490,Yes,No,Yes,No,No,0141 335 3276.,"Glasgow Science Centre, IMAX, SECC"
Cowcaddens,11,"Dundasvale Court, Unit 1",Glasgow,G4 0SN,258679,666191,Yes,No,Yes,No,No,0141 335 3276.,"Glasgow School of Art, GFT, Tenement House."
Govan,737,Govan Road,Glasgow,G51 2YJ,255490,665643,Yes,No,Yes,No,No,0141 335 3276.,"Southern General Hospital, Govan Old Parish Church"
Hillhead,248,Byres Road,Glasgow,G12 8SH,256615,667052,Yes,No,Yes,No,No,0141 335 3276.,"Byres Road, Ashton Lane, Botanic Gardens, University of Glasgow."
Ibrox,124,Copland Road,Glasgow,G51 2UB,255830,664787,Yes,No,Yes,No,No,0141 335 3276.,Bellahouston Park
Kelvinhall,7,Dalcross Pass,Glasgow,G11 5RA,256184,666598,Yes,No,Yes,No,No,0141 335 3276.,"Kelvingrove Museum, Western Infirmary"
Kelvinbridge,99,South Woodside Road,Glasgow,G4 9HG,257475,666922,Yes,Yes,Yes,Yes,No,0141 335 3276.,"Kelvingrove Park, "
Kinning Park,30,Cornwall Street,Glasgow,G41 1AH,256864,664281,Yes,No,Yes,No,No,0141 335 3276.,
Partick,15,Merkland Street,Glasgow,G11 6DB,255635,666503,Yes,No,Yes,Yes,No,0141 335 3276.,"Partick Rail Station, Partick Bus Station, Riverside Museum"
Sheilds Road,360,Scotland Street,Glasgow,G5 8QF,257660,664205,Yes,Yes,Yes,Yes,Yes,0141 335 3276.,"Scotland Street School, Museum Of Education"
St. Enoch,10,St Enoch Square,Glasgow,G1 4DB,258946,665038,Yes,No,Yes,No,No,0141 335 3276.,"Glasgow Central Station, St. Enoch Centre."
St Georges Cross,51 ,Great Western Road,Glasgow,G4 9AH,258106,666560,Yes,No,Yes,No,No,0141 335 3276.,The Mitchell Library.
West Street,281,West Street,Glasgow,G5 8NB,258220,664150,Yes,No,Yes,No,No,0141 335 3276.,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,



,,,,,,,,,,,
